X1,X2
62.83215116768868,4113859.6690051197
48.910065820625206,4185313.48252112
46.39610624742925,4409767.635289945
63.04407795004863,4702696.586057381
47.35523407689934,3779917.692611533
57.79745262754609,3542060.9981161365
49.994963791065224,4201051.185336426
49.96169518532654,3938708.2713449174
52.647663221614756,3117234.0591710457
73.57789617737255,3720315.4428706532
44.1019049672327,2110677.2642808054
59.49820903380171,3629512.449821149
65.77783702203027,5533998.445739539
81.78939987805227,6967545.812135119
51.12297404114368,3226993.8825006355
48.761450055928464,3086969.221697956
90.90734233799726,6572812.408437781
53.31800348536128,3741977.45123387
63.59363680999088,5196301.843878625
49.64512842565698,3056608.5149263004
